InterconnectorLinks,ToNode,Period,MaxRawNotAdjustWithInitCap_in_MW
Serbia,Hungary,2,1750.0
Slovakia,Hungary,2,2631.95659610651
Slovenia,Italy,2,1719.15535711356
Latvia,Lithuania,2,2456.93790659368
Serbia,Macedonia,2,1096.42458669093
NO2,Netherlands,2,1400.0
Sweden,NO1,2,8180.84953161117
Sweden,Poland,2,600.0
Slovakia,Poland,2,1585.67430357744
Serbia,Romania,2,2098.90330945513
GreatBrit.,Belgium,2,1000.0
Netherlands,GreatBrit.,2,2000.0
NO2,GreatBrit.,2,1400.0
Sweden,Lithuania,2,700.0
Netherlands,Denmark,2,600.0
Poland,Lithuania,2,1894.73595200648
GreatBrit.,Denmark,2,1400.0
Italy,BosniaH,2,0.0
Italy,Croatia,2,1974.68667862696
Slovakia,Austria,2,914.144000000001
Germany,Belgium,2,5045.06666666666
NO2,Belgium,2,660.0
Italy,Germany,2,1000.0
Poland,Denmark,2,660.0
Sweden,Estonia,2,660.0
Ireland,Spain,2,660.0
Ireland,France,2,699.999999999999
Luxemb.,France,2,1199.25472269183
Poland,Hungary,2,0.0
Slovenia,Hungary,2,1429.18709793388
Sweden,Latvia,2,660.0
NO2,NO1,2,0.0
NO3,NO1,2,0.0
NO5,NO1,2,0.0
NO5,NO2,2,0.0
NO4,NO3,2,0.0
NO5,NO3,2,0.0
Sweden,NO3,2,747.4999999999999
Sweden,NO4,2,690.0
Switzerland,Austria,3,4904.92749874197
CzechR,Austria,3,1403.46015341961
Germany,Austria,3,3432.36934398493
Hungary,Austria,3,1687.31330503533
Italy,Austria,3,1148.45721997501
Slovenia,Austria,3,1594.10939904827
Croatia,BosniaH,3,1219.72180391383
Serbia,BosniaH,3,750.0
France,Belgium,3,3585.38659504307
Luxemb.,Belgium,3,320.473450618667
Netherlands,Belgium,3,2852.15720200986
Greece,Bulgaria,3,566.64253521033
Macedonia,Bulgaria,3,169.504407108797
Romania,Bulgaria,3,905.966417892733
Serbia,Bulgaria,3,750.0
Germany,Switzerland,3,3124.70665490058
France,Switzerland,3,4060.92360235795
Italy,Switzerland,3,3357.24933696015
Germany,CzechR,3,4324.85827884478
Poland,CzechR,3,1523.89583825695
Slovakia,CzechR,3,1107.66533683885
Denmark,Germany,3,3433.74700529904
France,Germany,3,16838.5575051656
Luxemb.,Germany,3,2786.72990237485
Netherlands,Germany,3,10202.6479090749
NO2,Germany,3,1400.0
Poland,Germany,3,3986.59970134344
Sweden,Germany,3,600.0
NO2,Denmark,3,1600.0
Sweden,Denmark,3,3399.99999999999
Finland,Estonia,3,1000.0
Latvia,Estonia,3,3035.48606633218
France,Spain,3,6760.29069348186
Portugal,Spain,3,4224.00513470356
NO4,Finland,3,629.522705234316
Sweden,Finland,3,2868.08112067976
GreatBrit.,France,3,10000.0
Italy,France,3,8916.93309177551
Ireland,GreatBrit.,3,2223.79069276851
Italy,Greece,3,1500.0
Macedonia,Greece,3,1000.0
Hungary,Croatia,3,665.082795364113
Serbia,Croatia,3,750.0
Slovenia,Croatia,3,1096.25221207471
Romania,Hungary,3,1355.85652426637
Serbia,Hungary,3,1750.0
Slovakia,Hungary,3,2631.95659610651
Slovenia,Italy,3,1719.15535711356
Latvia,Lithuania,3,2456.93790659368
Serbia,Macedonia,3,1096.42458669093
NO2,Netherlands,3,1400.0
Sweden,NO1,3,8180.84953161117
Sweden,Poland,3,600.0
Slovakia,Poland,3,1585.67430357744
Serbia,Romania,3,2098.90330945513
GreatBrit.,Belgium,3,1000.0
Netherlands,GreatBrit.,3,2000.0
NO2,GreatBrit.,3,1400.0
Sweden,Lithuania,3,700.0
Netherlands,Denmark,3,600.0
Poland,Lithuania,3,1894.73595200648
GreatBrit.,Denmark,3,1400.0
Italy,BosniaH,3,0.0
Italy,Croatia,3,1974.68667862696
Slovakia,Austria,3,914.144000000001
Germany,Belgium,3,5045.06666666666
NO2,Belgium,3,660.0
Italy,Germany,3,1000.0
Poland,Denmark,3,660.0
Sweden,Estonia,3,660.0
Ireland,Spain,3,660.0
Ireland,France,3,699.999999999999
Luxemb.,France,3,1199.25472269183
Poland,Hungary,3,0.0
Slovenia,Hungary,3,1429.18709793388
Sweden,Latvia,3,660.0
NO2,NO1,3,0.0
NO3,NO1,3,0.0
NO5,NO1,3,0.0
NO5,NO2,3,0.0
NO4,NO3,3,0.0
NO5,NO3,3,0.0
Sweden,NO3,3,747.4999999999999
Sweden,NO4,3,690.0
Switzerland,Austria,4,4904.92749874197
CzechR,Austria,4,1403.46015341961
Germany,Austria,4,3432.36934398493
Hungary,Austria,4,1687.31330503533
Italy,Austria,4,1148.45721997501
Slovenia,Austria,4,1594.10939904827
Croatia,BosniaH,4,1219.72180391383
Serbia,BosniaH,4,750.0
France,Belgium,4,3585.38659504307
Luxemb.,Belgium,4,320.473450618667
Netherlands,Belgium,4,2852.15720200986
Greece,Bulgaria,4,566.64253521033
Macedonia,Bulgaria,4,169.504407108797
Romania,Bulgaria,4,905.966417892733
Serbia,Bulgaria,4,750.0
Germany,Switzerland,4,3124.70665490058
France,Switzerland,4,4060.92360235795
Italy,Switzerland,4,3357.24933696015
Germany,CzechR,4,4324.85827884478
Poland,CzechR,4,1523.89583825695
Slovakia,CzechR,4,1107.66533683885
Denmark,Germany,4,3433.74700529904
France,Germany,4,16838.5575051656
Luxemb.,Germany,4,2786.72990237485
Netherlands,Germany,4,10202.6479090749
NO2,Germany,4,1400.0
Poland,Germany,4,3986.59970134344
Sweden,Germany,4,600.0
NO2,Denmark,4,1600.0
Sweden,Denmark,4,3399.99999999999
Finland,Estonia,4,1000.0
Latvia,Estonia,4,3035.48606633218
France,Spain,4,6760.29069348186
Portugal,Spain,4,4224.00513470356
NO4,Finland,4,629.522705234316
Sweden,Finland,4,2868.08112067976
GreatBrit.,France,4,10000.0
Italy,France,4,8916.93309177551
Ireland,GreatBrit.,4,2223.79069276851
Italy,Greece,4,1500.0
Macedonia,Greece,4,1000.0
Hungary,Croatia,4,665.082795364113
Serbia,Croatia,4,750.0
Slovenia,Croatia,4,1096.25221207471
Romania,Hungary,4,1355.85652426637
Serbia,Hungary,4,1750.0
Slovakia,Hungary,4,2631.95659610651
Slovenia,Italy,4,1719.15535711356
Latvia,Lithuania,4,2456.93790659368
Serbia,Macedonia,4,1096.42458669093
NO2,Netherlands,4,1400.0
Sweden,NO1,4,8180.84953161117
Sweden,Poland,4,600.0
Slovakia,Poland,4,1585.67430357744
Serbia,Romania,4,2098.90330945513
GreatBrit.,Belgium,4,1000.0
Netherlands,GreatBrit.,4,2000.0
NO2,GreatBrit.,4,1400.0
Sweden,Lithuania,4,700.0
Netherlands,Denmark,4,600.0
Poland,Lithuania,4,1894.73595200648
GreatBrit.,Denmark,4,1400.0
Italy,BosniaH,4,0.0
Italy,Croatia,4,1974.68667862696
Slovakia,Austria,4,914.144000000001
Germany,Belgium,4,5045.06666666666
NO2,Belgium,4,660.0
Italy,Germany,4,1000.0
Poland,Denmark,4,660.0
Sweden,Estonia,4,660.0
Ireland,Spain,4,660.0
Ireland,France,4,699.999999999999
Luxemb.,France,4,1199.25472269183
Poland,Hungary,4,0.0
Slovenia,Hungary,4,1429.18709793388
Sweden,Latvia,4,660.0
NO2,NO1,4,0.0
NO3,NO1,4,0.0
NO5,NO1,4,0.0
NO5,NO2,4,0.0
NO4,NO3,4,0.0
NO5,NO3,4,0.0
Sweden,NO3,4,747.4999999999999
Sweden,NO4,4,690.0
Switzerland,Austria,5,4904.92749874197
CzechR,Austria,5,1403.46015341961
Germany,Austria,5,3432.36934398493
Hungary,Austria,5,1687.31330503533
Italy,Austria,5,1148.45721997501
Slovenia,Austria,5,1594.10939904827
Croatia,BosniaH,5,1219.72180391383
Serbia,BosniaH,5,750.0
France,Belgium,5,3585.38659504307
Luxemb.,Belgium,5,320.473450618667
Netherlands,Belgium,5,2852.15720200986
Greece,Bulgaria,5,566.64253521033
Macedonia,Bulgaria,5,169.504407108797
Romania,Bulgaria,5,905.966417892733
Serbia,Bulgaria,5,750.0
Germany,Switzerland,5,3124.70665490058
France,Switzerland,5,4060.92360235795
Italy,Switzerland,5,3357.24933696015
Germany,CzechR,5,4324.85827884478
Poland,CzechR,5,1523.89583825695
Slovakia,CzechR,5,1107.66533683885
Denmark,Germany,5,3433.74700529904
France,Germany,5,16838.5575051656
Luxemb.,Germany,5,2786.72990237485
Netherlands,Germany,5,10202.6479090749
NO2,Germany,5,1400.0
Poland,Germany,5,3986.59970134344
Sweden,Germany,5,600.0
NO2,Denmark,5,1600.0
Sweden,Denmark,5,3399.99999999999
Finland,Estonia,5,1000.0
Latvia,Estonia,5,3035.48606633218
France,Spain,5,6760.29069348186
Portugal,Spain,5,4224.00513470356
NO4,Finland,5,629.522705234316
Sweden,Finland,5,2868.08112067976
GreatBrit.,France,5,10000.0
Italy,France,5,8916.93309177551
Ireland,GreatBrit.,5,2223.79069276851
Italy,Greece,5,1500.0
Macedonia,Greece,5,1000.0
Hungary,Croatia,5,665.082795364113
Serbia,Croatia,5,750.0
Slovenia,Croatia,5,1096.25221207471
Romania,Hungary,5,1355.85652426637
Serbia,Hungary,5,1750.0
Slovakia,Hungary,5,2631.95659610651
Slovenia,Italy,5,1719.15535711356
Latvia,Lithuania,5,2456.93790659368
Serbia,Macedonia,5,1096.42458669093
NO2,Netherlands,5,1400.0
Sweden,NO1,5,8180.84953161117
Sweden,Poland,5,600.0
Slovakia,Poland,5,1585.67430357744
Serbia,Romania,5,2098.90330945513
GreatBrit.,Belgium,5,1000.0
Netherlands,GreatBrit.,5,2000.0
NO2,GreatBrit.,5,1400.0
Sweden,Lithuania,5,700.0
Netherlands,Denmark,5,600.0
Poland,Lithuania,5,1894.73595200648
GreatBrit.,Denmark,5,1400.0
Italy,BosniaH,5,0.0
Italy,Croatia,5,1974.68667862696
Slovakia,Austria,5,914.144000000001
Germany,Belgium,5,5045.06666666666
NO2,Belgium,5,660.0
Italy,Germany,5,1000.0
Poland,Denmark,5,660.0
Sweden,Estonia,5,660.0
Ireland,Spain,5,660.0
Ireland,France,5,699.999999999999
Luxemb.,France,5,1199.25472269183
Poland,Hungary,5,0.0
Slovenia,Hungary,5,1429.18709793388
Sweden,Latvia,5,660.0
NO2,NO1,5,0.0
NO3,NO1,5,0.0
NO5,NO1,5,0.0
NO5,NO2,5,0.0
NO4,NO3,5,0.0
NO5,NO3,5,0.0
Sweden,NO3,5,747.4999999999999
Sweden,NO4,5,690.0
Switzerland,Austria,6,4904.92749874197
CzechR,Austria,6,1403.46015341961
Germany,Austria,6,3432.36934398493
Hungary,Austria,6,1687.31330503533
Italy,Austria,6,1148.45721997501
Slovenia,Austria,6,1594.10939904827
Croatia,BosniaH,6,1219.72180391383
Serbia,BosniaH,6,750.0
France,Belgium,6,3585.38659504307
Luxemb.,Belgium,6,320.473450618667
Netherlands,Belgium,6,2852.15720200986
Greece,Bulgaria,6,566.64253521033
Macedonia,Bulgaria,6,169.504407108797
Romania,Bulgaria,6,905.966417892733
Serbia,Bulgaria,6,750.0
Germany,Switzerland,6,3124.70665490058
France,Switzerland,6,4060.92360235795
Italy,Switzerland,6,3357.24933696015
Germany,CzechR,6,4324.85827884478
Poland,CzechR,6,1523.89583825695
Slovakia,CzechR,6,1107.66533683885
Denmark,Germany,6,3433.74700529904
France,Germany,6,16838.5575051656
Luxemb.,Germany,6,2786.72990237485
Netherlands,Germany,6,10202.6479090749
NO2,Germany,6,1400.0
Poland,Germany,6,3986.59970134344
Sweden,Germany,6,600.0
NO2,Denmark,6,1600.0
Sweden,Denmark,6,3399.99999999999
Finland,Estonia,6,1000.0
Latvia,Estonia,6,3035.48606633218
France,Spain,6,6760.29069348186
Portugal,Spain,6,4224.00513470356
NO4,Finland,6,629.522705234316
Sweden,Finland,6,2868.08112067976
GreatBrit.,France,6,10000.0
Italy,France,6,8916.93309177551
Ireland,GreatBrit.,6,2223.79069276851
Italy,Greece,6,1500.0
Macedonia,Greece,6,1000.0
Hungary,Croatia,6,665.082795364113
Serbia,Croatia,6,750.0
Slovenia,Croatia,6,1096.25221207471
Romania,Hungary,6,1355.85652426637
Serbia,Hungary,6,1750.0
Slovakia,Hungary,6,2631.95659610651
Slovenia,Italy,6,1719.15535711356
Latvia,Lithuania,6,2456.93790659368
Serbia,Macedonia,6,1096.42458669093
NO2,Netherlands,6,1400.0
Sweden,NO1,6,8180.84953161117
Sweden,Poland,6,600.0
Slovakia,Poland,6,1585.67430357744
Serbia,Romania,6,2098.90330945513
GreatBrit.,Belgium,6,1000.0
Netherlands,GreatBrit.,6,2000.0
NO2,GreatBrit.,6,1400.0
Sweden,Lithuania,6,700.0
Netherlands,Denmark,6,600.0
Poland,Lithuania,6,1894.73595200648
GreatBrit.,Denmark,6,1400.0
Italy,BosniaH,6,0.0
Italy,Croatia,6,1974.68667862696
Slovakia,Austria,6,914.144000000001
Germany,Belgium,6,5045.06666666666
NO2,Belgium,6,660.0
Italy,Germany,6,1000.0
Poland,Denmark,6,660.0
Sweden,Estonia,6,660.0
Ireland,Spain,6,660.0
Ireland,France,6,699.999999999999
Luxemb.,France,6,1199.25472269183
Poland,Hungary,6,0.0
Slovenia,Hungary,6,1429.18709793388
Sweden,Latvia,6,660.0
NO2,NO1,6,0.0
NO3,NO1,6,0.0
NO5,NO1,6,0.0
NO5,NO2,6,0.0
NO4,NO3,6,0.0
NO5,NO3,6,0.0
Sweden,NO3,6,747.4999999999999
Sweden,NO4,6,690.0
Switzerland,Austria,7,4904.92749874197
CzechR,Austria,7,1403.46015341961
Germany,Austria,7,3432.36934398493
Hungary,Austria,7,1687.31330503533
Italy,Austria,7,1148.45721997501
Slovenia,Austria,7,1594.10939904827
Croatia,BosniaH,7,1219.72180391383
Serbia,BosniaH,7,750.0
France,Belgium,7,3585.38659504307
Luxemb.,Belgium,7,320.473450618667
Netherlands,Belgium,7,2852.15720200986
Greece,Bulgaria,7,566.64253521033
Macedonia,Bulgaria,7,169.504407108797
Romania,Bulgaria,7,905.966417892733
Serbia,Bulgaria,7,750.0
Germany,Switzerland,7,3124.70665490058
France,Switzerland,7,4060.92360235795
Italy,Switzerland,7,3357.24933696015
Germany,CzechR,7,4324.85827884478
Poland,CzechR,7,1523.89583825695
Slovakia,CzechR,7,1107.66533683885
Denmark,Germany,7,3433.74700529904
France,Germany,7,16838.5575051656
Luxemb.,Germany,7,2786.72990237485
Netherlands,Germany,7,10202.6479090749
NO2,Germany,7,1400.0
Poland,Germany,7,3986.59970134344
Sweden,Germany,7,600.0
NO2,Denmark,7,1600.0
Sweden,Denmark,7,3399.99999999999
Finland,Estonia,7,1000.0
Latvia,Estonia,7,3035.48606633218
France,Spain,7,6760.29069348186
Portugal,Spain,7,4224.00513470356
NO4,Finland,7,629.522705234316
Sweden,Finland,7,2868.08112067976
GreatBrit.,France,7,10000.0
Italy,France,7,8916.93309177551
Ireland,GreatBrit.,7,2223.79069276851
Italy,Greece,7,1500.0
Macedonia,Greece,7,1000.0
Hungary,Croatia,7,665.082795364113
Serbia,Croatia,7,750.0
Slovenia,Croatia,7,1096.25221207471
Romania,Hungary,7,1355.85652426637
Serbia,Hungary,7,1750.0
Slovakia,Hungary,7,2631.95659610651
Slovenia,Italy,7,1719.15535711356
Latvia,Lithuania,7,2456.93790659368
Serbia,Macedonia,7,1096.42458669093
NO2,Netherlands,7,1400.0
Sweden,NO1,7,8180.84953161117
Sweden,Poland,7,600.0
Slovakia,Poland,7,1585.67430357744
Serbia,Romania,7,2098.90330945513
GreatBrit.,Belgium,7,1000.0
Netherlands,GreatBrit.,7,2000.0
NO2,GreatBrit.,7,1400.0
Sweden,Lithuania,7,700.0
Netherlands,Denmark,7,600.0
Poland,Lithuania,7,1894.73595200648
GreatBrit.,Denmark,7,1400.0
Italy,BosniaH,7,0.0
Italy,Croatia,7,1974.68667862696
Slovakia,Austria,7,914.144000000001
Germany,Belgium,7,5045.06666666666
NO2,Belgium,7,660.0
Italy,Germany,7,1000.0
Poland,Denmark,7,660.0
Sweden,Estonia,7,660.0
Ireland,Spain,7,660.0
Ireland,France,7,699.999999999999
Luxemb.,France,7,1199.25472269183
Poland,Hungary,7,0.0
Slovenia,Hungary,7,1429.18709793388
Sweden,Latvia,7,660.0
NO2,NO1,7,0.0
NO3,NO1,7,0.0
NO5,NO1,7,0.0
NO5,NO2,7,0.0
NO4,NO3,7,0.0
NO5,NO3,7,0.0
Sweden,NO3,7,747.4999999999999
Sweden,NO4,7,690.0
Switzerland,Austria,8,4904.92749874197
CzechR,Austria,8,1403.46015341961
Germany,Austria,8,3432.36934398493
Hungary,Austria,8,1687.31330503533
Italy,Austria,8,1148.45721997501
Slovenia,Austria,8,1594.10939904827
Croatia,BosniaH,8,1219.72180391383
Serbia,BosniaH,8,750.0
France,Belgium,8,3585.38659504307
Luxemb.,Belgium,8,320.473450618667
Netherlands,Belgium,8,2852.15720200986
Greece,Bulgaria,8,566.64253521033
Macedonia,Bulgaria,8,169.504407108797
Romania,Bulgaria,8,905.966417892733
Serbia,Bulgaria,8,750.0
Germany,Switzerland,8,3124.70665490058
France,Switzerland,8,4060.92360235795
Italy,Switzerland,8,3357.24933696015
Germany,CzechR,8,4324.85827884478
Poland,CzechR,8,1523.89583825695
Slovakia,CzechR,8,1107.66533683885
Denmark,Germany,8,3433.74700529904
France,Germany,8,16838.5575051656
Luxemb.,Germany,8,2786.72990237485
Netherlands,Germany,8,10202.6479090749
NO2,Germany,8,1400.0
Poland,Germany,8,3986.59970134344
Sweden,Germany,8,600.0
NO2,Denmark,8,1600.0
Sweden,Denmark,8,3399.99999999999
Finland,Estonia,8,1000.0
Latvia,Estonia,8,3035.48606633218
France,Spain,8,6760.29069348186
Portugal,Spain,8,4224.00513470356
NO4,Finland,8,629.522705234316
Sweden,Finland,8,2868.08112067976
GreatBrit.,France,8,10000.0
Italy,France,8,8916.93309177551
Ireland,GreatBrit.,8,2223.79069276851
Italy,Greece,8,1500.0
Macedonia,Greece,8,1000.0
Hungary,Croatia,8,665.082795364113
Serbia,Croatia,8,750.0
Slovenia,Croatia,8,1096.25221207471
Romania,Hungary,8,1355.85652426637
Serbia,Hungary,8,1750.0
Slovakia,Hungary,8,2631.95659610651
Slovenia,Italy,8,1719.15535711356
Latvia,Lithuania,8,2456.93790659368
Serbia,Macedonia,8,1096.42458669093
NO2,Netherlands,8,1400.0
Sweden,NO1,8,8180.84953161117
Sweden,Poland,8,600.0
Slovakia,Poland,8,1585.67430357744
Serbia,Romania,8,2098.90330945513
GreatBrit.,Belgium,8,1000.0
Netherlands,GreatBrit.,8,2000.0
NO2,GreatBrit.,8,1400.0
Sweden,Lithuania,8,700.0
Netherlands,Denmark,8,600.0
Poland,Lithuania,8,1894.73595200648
GreatBrit.,Denmark,8,1400.0
Italy,BosniaH,8,0.0
Italy,Croatia,8,1974.68667862696
Slovakia,Austria,8,914.144000000001
Germany,Belgium,8,5045.06666666666
NO2,Belgium,8,660.0
Italy,Germany,8,1000.0
Poland,Denmark,8,660.0
Sweden,Estonia,8,660.0
Ireland,Spain,8,660.0
Ireland,France,8,699.999999999999
Luxemb.,France,8,1199.25472269183
Poland,Hungary,8,0.0
Slovenia,Hungary,8,1429.18709793388
Sweden,Latvia,8,660.0
NO2,NO1,8,0.0
NO3,NO1,8,0.0
NO5,NO1,8,0.0
NO5,NO2,8,0.0
NO4,NO3,8,0.0
NO5,NO3,8,0.0
Sweden,NO3,8,747.4999999999999
Sweden,NO4,8,690.0
NO5,GreatBrit.,1,1400.0
NO5,GreatBrit.,2,1400.0
NO5,GreatBrit.,3,1400.0
NO5,GreatBrit.,4,1400.0
NO5,GreatBrit.,5,1400.0
NO5,GreatBrit.,6,1400.0
NO5,GreatBrit.,7,1400.0
NO5,GreatBrit.,8,1400.0
