NodeFrom,NodeTo
Norfolk,Nordsoen
Norfolk,SorligeNordsjoI
Norfolk,SorligeNordsjoII
Norfolk,UtsiraNord
OuterDowsing,Borssele
OuterDowsing,EastAnglia
OuterDowsing,HelgolanderBucht
OuterDowsing,HollandseeKust
OuterDowsing,Nordsoen
OuterDowsing,Norfolk
OuterDowsing,SorligeNordsjoI
OuterDowsing,SorligeNordsjoII
OuterDowsing,UtsiraNord
Poland,Slovakia
Poland,Sweden
Romania,Serbia
SorligeNordsjoI,SorligeNordsjoII
Spain,France
Spain,Ireland
Spain,Portugal
Switzerland,France
Switzerland,Germany
Switzerland,Italy
UtsiraNord,SorligeNordsjoI
UtsiraNord,SorligeNordsjoII
